id,especie,ultima_modificacion,altura,circ_tronco_cm,diametro_tronco,long,lat,seccion,nombre_seccion,area_seccion,inclinacion_peligrosa,circ_tronco_cm_cat
39097,Fresno europeo,23/12/2010 11:02,Alto (> 8 mts),90.0,Grande,-68.8540157255,-32.8713655469,6,Residencial Norte,2694682.37982,0,medio
35803,Morera,21/03/2011 11:41,Alto (> 8 mts),170.0,Grande,-68.8537435421,-32.874510789,6,Residencial Norte,2694682.37982,0,muy alto
20335,Morera,13/05/2011 11:06,Alto (> 8 mts),138.0,Grande,-68.8615440252,-32.8915216934,5,Residencial Sur,2423808.92355,1,alto
45730,Fresno americano,24/08/2011 11:30,Muy bajo (1 - 2 mts),7.0,Chico,-68.8218611766,-32.8687255875,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
34827,Morera,29/03/2011 12:59,Alto (> 8 mts),120.0,Grande,-68.8524906601,-32.8763269522,6,Residencial Norte,2694682.37982,0,alto
25079,Morera,14/02/2011 17:58,Medio (4 - 8 mts),98.0,Grande,-68.8367644187,-32.8969482912,2,Barrio Civico,2366816.36021,1,medio
44459,Pltano,17/10/2011 13:09,Alto (> 8 mts),240.0,Grande,-68.8357882091,-32.8836530431,3,Parque O'Higgins,1531146.02653,1,muy alto
31771,Morera,27/06/2011 11:49,Alto (> 8 mts),155.0,Grande,-68.8584016324,-32.8904427497,5,Residencial Sur,2423808.92355,0,alto
10695,Morera,29/03/2011 12:03,Bajo (2 - 4 mts),46.0,Mediano,-68.8495228782,-32.8751501008,6,Residencial Norte,2694682.37982,0,bajo
22635,Acacia SP,22/06/2011 09:29,Medio (4 - 8 mts),80.0,Grande,-68.8612161328,-32.9015372536,5,Residencial Sur,2423808.92355,0,medio
712,Eucalyptus,17/12/2011 08:56,Bajo (2 - 4 mts),30.0,Mediano,-68.8812389634,-32.8732133221,8,Aeroparque,2203364.73622,0,bajo
16075,Paraiso,21/07/2011 10:40,Alto (> 8 mts),106.0,Grande,-68.8450311407,-32.8724454285,6,Residencial Norte,2694682.37982,0,medio
1374,Acer,23/11/2011 11:35,Medio (4 - 8 mts),58.0,Mediano,-68.8706111872,-32.8782749645,7,Residencial Parque,1786336.08966,0,bajo
9498,Olmo bola,04/02/2011 09:21,Bajo (2 - 4 mts),100.0,Grande,-68.8535255756,-32.8635989495,6,Residencial Norte,2694682.37982,0,medio
29289,Prunas,22/02/2011 13:02,Alto (> 8 mts),220.0,Grande,-68.8432517511,-32.8877374567,1,Parque Central,1655357.93265,0,muy alto
42335,Morera,27/04/2011 09:55,Medio (4 - 8 mts),90.0,Grande,-68.8375513905,-32.8756204503,1,Parque Central,1655357.93265,0,medio
11535,Morera,23/02/2011 08:56,Medio (4 - 8 mts),100.0,Grande,-68.8528157329,-32.8658309097,6,Residencial Norte,2694682.37982,0,medio
11164,Ailanthus,19/01/2011 12:01,Bajo (2 - 4 mts),10.0,Chico,-68.8440005088,-32.9005437631,2,Barrio Civico,2366816.36021,0,bajo
21035,Fresno europeo,21/06/2011 11:50,Bajo (2 - 4 mts),14.0,Chico,-68.8635762594,-32.9015125235,5,Residencial Sur,2423808.92355,0,bajo
47956,Morera,02/09/2011 10:30,Medio (4 - 8 mts),280.0,Grande,-68.8264350449,-32.8686389432,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
22952,Pltano,19/05/2011 16:51,Alto (> 8 mts),172.0,Grande,-68.8557935089,-32.8999325917,5,Residencial Sur,2423808.92355,0,muy alto
45046,Morera,01/09/2011 07:59,Alto (> 8 mts),165.0,Grande,-68.8223893496,-32.8702550517,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
25166,Morera,09/02/2011 18:34,Alto (> 8 mts),122.0,Grande,-68.8362730975,-32.8988545696,2,Barrio Civico,2366816.36021,0,alto
41726,Fresno europeo,26/04/2011 09:13,Alto (> 8 mts),96.0,Grande,-68.8375424798,-32.8781037923,1,Parque Central,1655357.93265,0,medio
30776,Paraiso,02/02/2011 09:11,Alto (> 8 mts),86.0,Grande,-68.8539553654,-32.8689514895,6,Residencial Norte,2694682.37982,0,medio
20243,Pltano,26/05/2011 11:32,Alto (> 8 mts),145.0,Grande,-68.859095207,-32.8938398442,5,Residencial Sur,2423808.92355,0,alto
43368,Morera,25/10/2011 17:39,Muy bajo (1 - 2 mts),8.0,Chico,-68.8337232454,-32.8803377671,1,Parque Central,1655357.93265,0,bajo
25410,Morera,14/02/2011 12:46,Alto (> 8 mts),114.0,Grande,-68.8368299445,-32.9006520762,2,Barrio Civico,2366816.36021,0,alto
17036,Fresno europeo,09/08/2011 10:11,Medio (4 - 8 mts),62.0,Grande,-68.8384258778,-32.8632372711,4,Cuarta Oeste,1173332.70145,0,medio
19302,Morera,13/07/2011 20:25,Alto (> 8 mts),180.0,Grande,-68.8355433452,-32.8703621235,4,Cuarta Oeste,1173332.70145,1,muy alto
4925,Morera,18/07/2011 10:43,Alto (> 8 mts),240.0,Grande,-68.8430087743,-32.8673134413,4,Cuarta Oeste,1173332.70145,0,muy alto
44170,Morera,26/09/2011 11:40,Alto (> 8 mts),152.0,Grande,-68.8349326021,-32.8769316908,1,Parque Central,1655357.93265,0,alto
6371,Morera,03/06/2011 09:16,Muy bajo (1 - 2 mts),2.0,Chico,-68.8572830749,-32.8879449963,5,Residencial Sur,2423808.92355,0,bajo
42349,Morera,05/10/2011 11:23,Medio (4 - 8 mts),18.0,Chico,-68.834864705,-32.8760326129,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
31299,Morera,25/02/2011 12:49,Medio (4 - 8 mts),80.0,Grande,-68.8484635413,-32.865057868,6,Residencial Norte,2694682.37982,0,medio
32766,Perenne,17/05/2011 09:00,Medio (4 - 8 mts),220.0,Grande,-68.8530281054,-32.8859354841,5,Residencial Sur,2423808.92355,0,muy alto
28527,Morera,21/02/2011 12:17,Alto (> 8 mts),140.0,Grande,-68.8485625436,-32.8895678677,5,Residencial Sur,2423808.92355,0,alto
2639,Fresno europeo,21/10/2011 18:52,Bajo (2 - 4 mts),12.0,Chico,-68.8344904215,-32.8810373999,3,Parque O'Higgins,1531146.02653,0,bajo
32441,Pltano,26/05/2011 13:26,Alto (> 8 mts),250.0,Grande,-68.8519334862,-32.8894224579,5,Residencial Sur,2423808.92355,0,muy alto
24971,Morera,16/02/2011 09:39,Alto (> 8 mts),151.0,Grande,-68.8377347085,-32.8957264777,2,Barrio Civico,2366816.36021,0,alto
25621,Paraiso,15/02/2011 15:51,Alto (> 8 mts),106.0,Grande,-68.83800762,-32.9018978168,2,Barrio Civico,2366816.36021,1,medio
37946,Fresno americano,27/08/2010 08:58,Alto (> 8 mts),183.0,Grande,-68.8480974981,-32.8734585802,6,Residencial Norte,2694682.37982,0,muy alto
3854,Tilo,31/08/2011 11:45,Medio (4 - 8 mts),100.0,Grande,-68.8275389196,-32.8706307722,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
41601,Pltano,06/05/2011 10:58,Alto (> 8 mts),200.0,Grande,-68.8360708389,-32.8774570715,1,Parque Central,1655357.93265,0,muy alto
43690,Acacia SP,13/10/2011 16:28,Medio (4 - 8 mts),80.0,Grande,-68.8339502699,-32.8823733692,3,Parque O'Higgins,1531146.02653,0,medio
20410,Fresno europeo,23/05/2011 13:47,Medio (4 - 8 mts),66.0,Grande,-68.8613100989,-32.893447788,5,Residencial Sur,2423808.92355,0,medio
18313,Morera,03/08/2011 09:08,Alto (> 8 mts),105.0,Grande,-68.8378557179,-32.8685744672,4,Cuarta Oeste,1173332.70145,1,medio
32048,Pltano,09/06/2011 13:18,Alto (> 8 mts),180.0,Grande,-68.8609685552,-32.8877498369,5,Residencial Sur,2423808.92355,0,muy alto
16374,Morera,12/08/2011 13:35,Alto (> 8 mts),180.0,Grande,-68.8419627041,-32.862913652,4,Cuarta Oeste,1173332.70145,0,muy alto
11003,Ailanthus,29/03/2011 10:05,Bajo (2 - 4 mts),15.0,Chico,-68.8519898473,-32.8813088652,1,Parque Central,1655357.93265,0,bajo
40013,Perenne,20/04/2011 11:55,Bajo (2 - 4 mts),60.0,Mediano,-68.8451746307,-32.8780463863,1,Parque Central,1655357.93265,0,bajo
29760,Morera,15/03/2011 08:50,Muy bajo (1 - 2 mts),8.0,Chico,-68.8406571705,-32.8937425586,2,Barrio Civico,2366816.36021,0,bajo
41126,Pltano,27/04/2011 10:09,Alto (> 8 mts),148.0,Grande,-68.8401307143,-32.8834718603,1,Parque Central,1655357.93265,0,alto
26349,Fresno europeo,21/10/2011 10:05,Alto (> 8 mts),190.0,Grande,-68.8332606171,-32.8876848985,3,Parque O'Higgins,1531146.02653,0,muy alto
47844,Morera,21/09/2011 09:34,Medio (4 - 8 mts),42.0,Mediano,-68.8280156797,-32.8732001812,4,Cuarta Este Área Fundacional,1822015.85685,0,bajo
1584,Fresno europeo,30/11/2011 10:39,Bajo (2 - 4 mts),70.0,Grande,-68.8724842615,-32.8757069921,7,Residencial Parque,1786336.08966,0,medio
25888,Olmo comun,04/02/2011 12:54,Alto (> 8 mts),92.0,Grande,-68.8388980613,-32.9024485985,2,Barrio Civico,2366816.36021,0,medio
33941,Fresno americano,24/05/2011 11:57,Bajo (2 - 4 mts),80.0,Grande,-68.8527543447,-32.8842024699,5,Residencial Sur,2423808.92355,0,medio
13254,Morera,22/02/2011 13:17,Medio (4 - 8 mts),62.0,Grande,-68.8471015238,-32.8658723341,6,Residencial Norte,2694682.37982,0,medio
30457,Pltano,18/02/2011 14:08,Muy bajo (1 - 2 mts),8.0,Chico,-68.8410183817,-32.8881551866,3,Parque O'Higgins,1531146.02653,0,bajo
20840,Fresno europeo,27/05/2011 09:49,Medio (4 - 8 mts),70.0,Grande,-68.8598100618,-32.8948206958,5,Residencial Sur,2423808.92355,0,medio
21258,Fresno europeo,14/06/2011 10:29,Bajo (2 - 4 mts),46.0,Mediano,-68.8535696159,-32.8965191824,5,Residencial Sur,2423808.92355,0,bajo
15193,Paraiso,16/11/2011 13:19,Bajo (2 - 4 mts),70.0,Grande,-68.8600632423,-32.868660908,6,Residencial Norte,2694682.37982,0,medio
10757,Acacia SP,05/04/2011 11:40,Alto (> 8 mts),60.0,Mediano,-68.8562532488,-32.8766843251,6,Residencial Norte,2694682.37982,0,bajo
20069,Morera,15/08/2011 13:49,Alto (> 8 mts),155.0,Grande,-68.8337904644,-32.8656757743,4,Cuarta Oeste,1173332.70145,0,alto
18985,Morera,03/08/2011 13:05,Alto (> 8 mts),200.0,Grande,-68.8370697598,-32.869796324,4,Cuarta Oeste,1173332.70145,0,muy alto
21601,Pltano,12/05/2011 09:30,Alto (> 8 mts),210.0,Grande,-68.8552088815,-32.8943286298,5,Residencial Sur,2423808.92355,0,muy alto
7217,Fresno europeo,24/06/2011 10:45,Medio (4 - 8 mts),90.0,Grande,-68.8610916666,-32.8983449547,5,Residencial Sur,2423808.92355,0,medio
26164,Morera,14/11/2011 17:41,Medio (4 - 8 mts),160.0,Grande,-68.8292232478,-32.8867274065,3,Parque O'Higgins,1531146.02653,0,muy alto
18320,Pltano,03/08/2011 08:32,Alto (> 8 mts),230.0,Grande,-68.8375607112,-32.8679894258,4,Cuarta Oeste,1173332.70145,0,muy alto
42947,Fresno europeo,07/10/2011 16:31,Bajo (2 - 4 mts),70.0,Grande,-68.8346359653,-32.877623078,1,Parque Central,1655357.93265,0,medio
5249,Pltano,05/05/2011 11:28,Muy bajo (1 - 2 mts),4.0,Chico,-68.8408973122,-32.874810784,1,Parque Central,1655357.93265,0,bajo
32274,Fresno europeo,28/06/2011 10:37,Alto (> 8 mts),155.0,Grande,-68.8506900032,-32.8917607996,5,Residencial Sur,2423808.92355,0,alto
13624,Morera,28/02/2011 12:27,Medio (4 - 8 mts),115.0,Grande,-68.8518314165,-32.8655927688,6,Residencial Norte,2694682.37982,0,alto
28375,Fresno americano,15/03/2011 12:19,Alto (> 8 mts),120.0,Grande,-68.8483181139,-32.8886607626,5,Residencial Sur,2423808.92355,0,alto
31866,Morera,29/06/2011 10:43,Alto (> 8 mts),123.0,Grande,-68.8602160637,-32.8891230009,5,Residencial Sur,2423808.92355,0,alto
44551,Fresno europeo,17/10/2011 11:35,Medio (4 - 8 mts),88.0,Grande,-68.8366827414,-32.8855954675,3,Parque O'Higgins,1531146.02653,0,medio
30102,Pltano,26/04/2011 10:16,Alto (> 8 mts),210.0,Grande,-68.8417935742,-32.8878808831,3,Parque O'Higgins,1531146.02653,0,muy alto
19871,Paraiso,29/06/2011 13:42,Alto (> 8 mts),150.0,Grande,-68.8342753925,-32.8629354341,4,Cuarta Oeste,1173332.70145,0,alto
24425,Fresno europeo,20/01/2011 13:02,Alto (> 8 mts),125.0,Grande,-68.8455395171,-32.9029929925,2,Barrio Civico,2366816.36021,0,alto
36328,Morera,01/04/2011 13:05,Alto (> 8 mts),180.0,Grande,-68.8534173533,-32.8776047495,6,Residencial Norte,2694682.37982,1,muy alto
38791,Paraiso,14/12/2010 09:41,Alto (> 8 mts),110.0,Grande,-68.8497639004,-32.8705827923,6,Residencial Norte,2694682.37982,0,medio
6270,Morera,13/07/2011 13:02,Muy bajo (1 - 2 mts),5.0,Chico,-68.8512233854,-32.8828483005,1,Parque Central,1655357.93265,0,bajo
22529,Fresno europeo,17/06/2011 09:39,Alto (> 8 mts),100.0,Grande,-68.8610938416,-32.8997124483,5,Residencial Sur,2423808.92355,0,medio
15315,Palo borracho,17/11/2011 12:41,Muy bajo (1 - 2 mts),85.0,Grande,-68.859301537,-32.8707060486,6,Residencial Norte,2694682.37982,0,medio
36603,Pltano,15/06/2011 15:02,Medio (4 - 8 mts),150.0,Grande,-68.8570586355,-32.8824711639,7,Residencial Parque,1786336.08966,0,alto
11621,Morera,27/01/2011 14:07,Alto (> 8 mts),80.0,Grande,-68.8496835225,-32.8664203493,6,Residencial Norte,2694682.37982,0,medio
44793,Fresno europeo,23/08/2011 11:17,Alto (> 8 mts),180.0,Grande,-68.8229555544,-32.8692277427,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
24799,Pltano,18/02/2011 08:18,Alto (> 8 mts),250.0,Grande,-68.8410206496,-32.8973356166,2,Barrio Civico,2366816.36021,0,muy alto
22290,Morera,09/06/2011 11:34,Alto (> 8 mts),150.0,Grande,-68.857444881,-32.8969960932,5,Residencial Sur,2423808.92355,0,alto
13815,Paraiso sombrilla,26/01/2011 09:17,Alto (> 8 mts),170.0,Grande,-68.8497394899,-32.8629704033,6,Residencial Norte,2694682.37982,0,muy alto
23567,Paraiso,01/02/2011 15:48,Alto (> 8 mts),240.0,Grande,-68.8517837902,-32.9027646586,2,Barrio Civico,2366816.36021,0,muy alto
4906,Morera,20/07/2011 10:52,Alto (> 8 mts),160.0,Grande,-68.8434369534,-32.8655721711,4,Cuarta Oeste,1173332.70145,0,muy alto
11135,Prunas,28/01/2011 13:31,Bajo (2 - 4 mts),18.0,Chico,-68.8437845621,-32.9024826235,2,Barrio Civico,2366816.36021,0,bajo
17357,Morera,04/08/2011 08:04,Alto (> 8 mts),138.0,Grande,-68.8353960866,-32.8650246399,4,Cuarta Oeste,1173332.70145,1,alto
13389,Paraiso,10/01/2011 14:22,Alto (> 8 mts),160.0,Grande,-68.8442873724,-32.8670045731,4,Cuarta Oeste,1173332.70145,0,muy alto
15690,Aguaribay,15/11/2011 16:52,Medio (4 - 8 mts),230.0,Grande,-68.8622622326,-32.8713907821,7,Residencial Parque,1786336.08966,0,muy alto
37646,Paraiso,29/02/2012 08:35,Alto (> 8 mts),128.0,Grande,-68.8527929291,-32.8721669969,6,Residencial Norte,2694682.37982,0,alto
26959,Fresno europeo,01/11/2011 16:26,Alto (> 8 mts),130.0,Grande,-68.8367404793,-32.886628431,3,Parque O'Higgins,1531146.02653,0,alto
43451,Pltano,03/10/2011 10:20,Alto (> 8 mts),210.0,Grande,-68.8317564331,-32.8800152164,3,Parque O'Higgins,1531146.02653,0,muy alto
13798,Morera,26/01/2011 12:49,Alto (> 8 mts),140.0,Grande,-68.8492062754,-32.8643023747,6,Residencial Norte,2694682.37982,0,alto
20820,Morera,30/05/2011 11:00,Alto (> 8 mts),160.0,Grande,-68.8619617963,-32.8959576874,5,Residencial Sur,2423808.92355,1,muy alto
26991,Fresno europeo,02/11/2011 17:06,Muy bajo (1 - 2 mts),3.0,Chico,-68.8349394994,-32.8875136942,3,Parque O'Higgins,1531146.02653,0,bajo
4426,Fresno americano,12/08/2011 10:54,Medio (4 - 8 mts),105.0,Grande,-68.8336799103,-32.8684671469,4,Cuarta Oeste,1173332.70145,0,medio
35870,Fresno europeo,28/03/2011 13:12,Medio (4 - 8 mts),56.0,Mediano,-68.8531172559,-32.8757131276,6,Residencial Norte,2694682.37982,0,bajo
11471,Fresno europeo,06/01/2011 12:23,Medio (4 - 8 mts),82.0,Grande,-68.843236439,-32.8627524497,4,Cuarta Oeste,1173332.70145,0,medio
45147,Fresno europeo,01/09/2011 11:42,Alto (> 8 mts),80.0,Grande,-68.8244367396,-32.8707153712,4,Cuarta Este Área Fundacional,1822015.85685,0,medio
20629,Fresno europeo,02/06/2011 12:07,Medio (4 - 8 mts),65.0,Grande,-68.8593517827,-32.8958382291,5,Residencial Sur,2423808.92355,0,medio
31310,Fresno europeo,28/02/2011 10:43,Medio (4 - 8 mts),64.0,Grande,-68.8495588372,-32.8649300193,6,Residencial Norte,2694682.37982,0,medio
9111,Morera,23/02/2011 09:03,Bajo (2 - 4 mts),30.0,Mediano,-68.8528111245,-32.8658711451,6,Residencial Norte,2694682.37982,0,bajo
47786,Morera,23/09/2011 13:32,Alto (> 8 mts),156.0,Grande,-68.8276082345,-32.873374098,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
7927,Fresno europeo,18/02/2011 12:05,Muy bajo (1 - 2 mts),10.0,Chico,-68.840968782,-32.8891434669,3,Parque O'Higgins,1531146.02653,0,bajo
37874,Morera,24/11/2010 10:20,Alto (> 8 mts),180.0,Grande,-68.8502796093,-32.8737707283,6,Residencial Norte,2694682.37982,0,muy alto
5691,lamo criollo,29/04/2011 13:07,Alto (> 8 mts),120.0,Grande,-68.8393551293,-32.8753284562,1,Parque Central,1655357.93265,0,alto
13529,Morera,01/02/2011 12:23,Alto (> 8 mts),140.0,Grande,-68.8512884738,-32.8646638473,6,Residencial Norte,2694682.37982,0,alto
26857,Pltano,07/11/2011 09:10,Alto (> 8 mts),200.0,Grande,-68.8345258992,-32.8930946791,3,Parque O'Higgins,1531146.02653,1,muy alto
18517,Paraiso,06/07/2011 12:38,Alto (> 8 mts),180.0,Grande,-68.8378410095,-32.8743069684,4,Cuarta Oeste,1173332.70145,0,muy alto
28974,Pltano,26/04/2011 09:47,Alto (> 8 mts),200.0,Grande,-68.8456579957,-32.8850497101,1,Parque Central,1655357.93265,0,muy alto
19213,Morera,06/07/2011 09:23,Alto (> 8 mts),180.0,Grande,-68.8387219022,-32.8726237062,4,Cuarta Oeste,1173332.70145,0,muy alto
14361,Morera,01/12/2011 13:18,Bajo (2 - 4 mts),62.0,Grande,-68.8778996678,-32.8658027673,8,Aeroparque,2203364.73622,0,medio
4429,Pltano,12/08/2011 10:20,Alto (> 8 mts),180.0,Grande,-68.834564713,-32.8681594158,4,Cuarta Oeste,1173332.70145,0,muy alto
27219,Fresno europeo,26/10/2011 09:14,Muy bajo (1 - 2 mts),7.0,Chico,-68.8369757884,-32.8900220741,3,Parque O'Higgins,1531146.02653,0,bajo
12991,Morera,15/02/2011 12:11,Muy bajo (1 - 2 mts),6.0,Chico,-68.8445923698,-32.8646667977,4,Cuarta Oeste,1173332.70145,0,bajo
23749,Acer,25/01/2011 11:11,Alto (> 8 mts),114.0,Grande,-68.8492917818,-32.9005201299,2,Barrio Civico,2366816.36021,0,alto
957,Fresno europeo,11/01/2012 10:16,Medio (4 - 8 mts),90.0,Grande,-68.8346693538,-32.8951737467,3,Parque O'Higgins,1531146.02653,0,medio
33106,Pltano,27/06/2011 12:12,Alto (> 8 mts),200.0,Grande,-68.8525985306,-32.8905226915,5,Residencial Sur,2423808.92355,0,muy alto
26433,Fresno europeo,09/11/2011 09:38,Medio (4 - 8 mts),115.0,Grande,-68.8344252749,-32.8916272503,3,Parque O'Higgins,1531146.02653,0,alto
23212,Morera,24/01/2011 09:55,Alto (> 8 mts),139.0,Grande,-68.8511081317,-32.9015791769,2,Barrio Civico,2366816.36021,1,alto
5200,Caducifolio,08/08/2011 09:30,Bajo (2 - 4 mts),40.0,Mediano,-68.8392080712,-32.8694168508,4,Cuarta Oeste,1173332.70145,0,bajo
42741,Fresno europeo,26/09/2011 10:28,Medio (4 - 8 mts),170.0,Grande,-68.8277277267,-32.8778885,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
34837,Paraiso,30/03/2011 09:33,Alto (> 8 mts),160.0,Grande,-68.8521166706,-32.876741094,6,Residencial Norte,2694682.37982,0,muy alto
46772,Paraiso sombrilla,05/09/2011 10:35,Bajo (2 - 4 mts),76.0,Grande,-68.8338434942,-32.8699537542,4,Cuarta Oeste,1173332.70145,0,medio
35796,Morera,21/03/2011 12:00,Medio (4 - 8 mts),170.0,Grande,-68.8538647387,-32.8749521295,6,Residencial Norte,2694682.37982,0,muy alto
21455,Ailanthus,12/05/2011 09:57,Alto (> 8 mts),180.0,Grande,-68.8567885615,-32.8922030418,5,Residencial Sur,2423808.92355,0,muy alto
27227,Morera,26/10/2011 09:04,Medio (4 - 8 mts),58.0,Mediano,-68.8370217504,-32.8907189611,3,Parque O'Higgins,1531146.02653,0,bajo
37974,Fresno europeo,10/01/2012 17:53,Medio (4 - 8 mts),100.0,Grande,-68.8483699696,-32.8726779193,6,Residencial Norte,2694682.37982,0,medio
39634,Fresno europeo,21/10/2010 11:13,Alto (> 8 mts),50.0,Mediano,-68.8467690663,-32.8699713366,6,Residencial Norte,2694682.37982,0,bajo
44799,Morera,26/08/2011 10:59,Alto (> 8 mts),160.0,Grande,-68.8242274108,-32.8701249185,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
47442,Fresno europeo,20/09/2011 12:00,Alto (> 8 mts),150.0,Grande,-68.8303101618,-32.874135125,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
34700,Morera,01/04/2011 13:51,Alto (> 8 mts),195.0,Grande,-68.8504864928,-32.877050747,6,Residencial Norte,2694682.37982,0,muy alto
45803,Fresno americano,01/09/2011 11:02,Medio (4 - 8 mts),158.0,Grande,-68.819307611,-32.870359112,4,Cuarta Este Área Fundacional,1822015.85685,0,muy alto
3559,Morera,07/09/2011 08:50,Alto (> 8 mts),165.0,Grande,-68.8326100987,-32.8695413178,4,Cuarta Este Área Fundacional,1822015.85685,1,muy alto
5397,Morera,20/04/2011 10:35,Medio (4 - 8 mts),140.0,Grande,-68.8444660595,-32.8790547841,1,Parque Central,1655357.93265,0,alto
44295,Fresno americano,20/10/2011 16:43,Medio (4 - 8 mts),100.0,Grande,-68.8354833656,-32.8809691155,1,Parque Central,1655357.93265,0,medio
26611,Acacia SP,03/11/2011 11:14,Alto (> 8 mts),200.0,Grande,-68.8328810985,-32.8901987523,3,Parque O'Higgins,1531146.02653,1,muy alto
13994,Fresno americano,29/11/2011 18:00,Bajo (2 - 4 mts),12.0,Chico,-68.8780936209,-32.8647676494,8,Aeroparque,2203364.73622,0,bajo
4250,Morera,05/07/2011 12:24,Bajo (2 - 4 mts),20.0,Chico,-68.8396235986,-32.8723225437,4,Cuarta Oeste,1173332.70145,1,bajo
17748,Morera,20/07/2011 12:46,Alto (> 8 mts),122.0,Grande,-68.8420085486,-32.8662222999,4,Cuarta Oeste,1173332.70145,0,alto
42132,Braquiquito,04/05/2011 11:08,Medio (4 - 8 mts),55.0,Mediano,-68.8413091055,-32.8772270603,1,Parque Central,1655357.93265,0,bajo
41133,Pltano,27/04/2011 08:54,Alto (> 8 mts),146.0,Grande,-68.8396538501,-32.883670935,1,Parque Central,1655357.93265,0,alto
29537,Morera,28/02/2011 18:34,Alto (> 8 mts),206.0,Grande,-68.8437495958,-32.8931547153,2,Barrio Civico,2366816.36021,0,muy alto
31735,Morera,18/05/2011 09:25,Alto (> 8 mts),74.0,Grande,-68.860373171,-32.8910271888,5,Residencial Sur,2423808.92355,1,medio
17190,Morera,04/07/2011 10:04,Alto (> 8 mts),187.0,Grande,-68.8361849428,-32.8628247971,4,Cuarta Oeste,1173332.70145,0,muy alto
20848,Fresno europeo,27/05/2011 09:32,Medio (4 - 8 mts),57.0,Mediano,-68.8594046721,-32.8948876872,5,Residencial Sur,2423808.92355,0,bajo
22790,Paraiso,17/06/2011 18:16,Alto (> 8 mts),68.0,Grande,-68.8588916491,-32.9016923251,5,Residencial Sur,2423808.92355,0,medio
28185,Tipa,23/02/2011 15:50,Alto (> 8 mts),136.0,Grande,-68.8489838472,-32.8917632593,2,Barrio Civico,2366816.36021,0,alto
17692,Olmo comun,14/07/2011 13:01,Alto (> 8 mts),185.0,Grande,-68.8420682303,-32.8699241024,4,Cuarta Oeste,1173332.70145,0,muy alto
14215,Morera,30/11/2011 11:34,Medio (4 - 8 mts),100.0,Grande,-68.8766225193,-32.8663151922,8,Aeroparque,2203364.73622,0,medio
10348,Acacia SP,30/11/2010 10:11,Bajo (2 - 4 mts),20.0,Chico,-68.8556160356,-32.8720968677,6,Residencial Norte,2694682.37982,0,bajo
42154,Acacia SP,04/05/2011 13:12,Bajo (2 - 4 mts),10.0,Chico,-68.841468121,-32.8739732122,1,Parque Central,1655357.93265,0,bajo
18920,Olmo bola,02/08/2011 09:35,Alto (> 8 mts),120.0,Grande,-68.8420205966,-32.8702738997,4,Cuarta Oeste,1173332.70145,0,alto
35080,Fresno europeo,22/03/2011 09:32,Alto (> 8 mts),64.0,Grande,-68.8546498195,-32.8803752879,6,Residencial Norte,2694682.37982,0,medio
28322,Fresno americano,11/03/2011 12:49,Alto (> 8 mts),180.0,Grande,-68.8480472117,-32.8882191945,5,Residencial Sur,2423808.92355,0,muy alto
35270,Fresno europeo,24/06/2011 10:00,Bajo (2 - 4 mts),20.0,Chico,-68.8523257638,-32.8826808434,1,Parque Central,1655357.93265,0,bajo
45028,Morera,29/08/2011 09:25,Alto (> 8 mts),120.0,Grande,-68.8253906825,-32.8701097103,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
33308,Fresno europeo,24/06/2011 10:44,Alto (> 8 mts),148.0,Grande,-68.8576860004,-32.8901106513,5,Residencial Sur,2423808.92355,0,alto
2514,Pltano,21/10/2011 14:24,Alto (> 8 mts),190.0,Grande,-68.8354954086,-32.8885367395,3,Parque O'Higgins,1531146.02653,0,muy alto
22058,Morera,16/05/2011 09:24,Alto (> 8 mts),142.0,Grande,-68.858501122,-32.8938292106,5,Residencial Sur,2423808.92355,1,alto
23419,Morera,27/01/2011 15:10,Alto (> 8 mts),128.0,Grande,-68.8501497275,-32.9026295313,2,Barrio Civico,2366816.36021,0,alto
45205,Fresno europeo,28/09/2011 10:35,Alto (> 8 mts),144.0,Grande,-68.8232368118,-32.8723340251,4,Cuarta Este Área Fundacional,1822015.85685,0,alto
14129,Tilo,01/12/2011 13:01,Alto (> 8 mts),78.0,Grande,-68.8764583616,-32.867356043,8,Aeroparque,2203364.73622,0,medio
6556,Morera,23/05/2011 09:29,Alto (> 8 mts),108.0,Grande,-68.8575207537,-32.8912930318,5,Residencial Sur,2423808.92355,1,medio
4564,Caducifolio,08/08/2011 13:51,Medio (4 - 8 mts),150.0,Grande,-68.8383826819,-32.8643537079,4,Cuarta Oeste,1173332.70145,0,alto
12504,Prunas,26/01/2011 09:46,Muy bajo (1 - 2 mts),33.0,Mediano,-68.8483560675,-32.8679434485,6,Residencial Norte,2694682.37982,0,bajo
